score,n_species,measure,tables,primary,review,indexed,id,cite,year,authors,title,journal,doi,groups,pdf,chars
21.0,2,54,0,3,0,True,7561,Seidlitz 2018,2018,"Seidlitz, J.; Sponheim, C.; Glen, D.; +5",A population MRI brain template and analysis tools for the macaque,Neuroimage,10.1016/j.neuroimage.2017.04.063,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2166305034/Seidlitz-2018-A population MRI brain template.pdf,62608
21.0,4,14,1,8,0,True,3031,Morys 1996,1996,"Morys, J.; Berdel, B.; Maciejewska, B.; +4",Division of the human claustrum according to its architectonics and morphometric parameters,Folia Morphol (Warsz),,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1904279191/morys_etal_1996.pdf,24629
20.8,4,35,0,2,1,True,2964,Lui 2011,2011,"Lui, J. H.; Hansen, D. V.; Kriegstein, A. R.",Development and evolution of the human neocortex,Cell,10.1016/j.cell.2011.06.030,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0053476174/Lui-2011-Development and Evol.pdf,109282
20.8,0,33,9,0,1,True,367,Elia 1992,1992,"Elia, M.",Energy expenditure in the whole body.,Energy Metabolism:  Tissue Determinants and Cellular Corollaries,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3300747238/elia_1992-Energy Expenditure in the Whole Body.pdf,74773
20.8,0,49,1,14,0,True,807,Borowsky 1989,1989,"Borowsky, I. W.; Collins, R. C.","Metabolic anatomy of brain: a comparison of regional capillary density, glucose metabolism, and enzyme activities",J Comp Neurol,10.1002/cne.902880304,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3126071313/Borowsky-1989-Metabolic anatomy of.pdf,53124
20.8,1,25,5,8,0,True,7118,Armstrong 1986,1986,"Armstrong, E.; Zilles, K.; Schlaug, G.; +1",Comparative Aspects of the Primate Posterior Cingulate Cortex,J Comp Neurol,,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1894171251/armstrong_etal_1986.pdf,37719
20.5,0,18,4,20,0,True,3027,Ture 1999,1999,"Ture, U.; Yasargil, D. C.; Al-Mefty, O.; +1",Topographic anatomy of the insular region,J Neurosurg,10.3171/jns.1999.90.4.0720,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2245095533/ture_etal_1999.pdf,62315
20.5,0,70,2,0,0,True,5631,Poulsen 1997,1997,"Poulsen, P. H.; Smith, D. F.; Ostergaard, L.; +5","In vivo estimation of cerebral blood flow, oxygen consumption and glucose metabolism in the pig by [15O]water injection, [15O]oxygen inhalation and dual injections of [18F]fluorodeoxyglucose",J Neurosci Methods,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0056054363/poulsen_etal_1997.pdf,36628
20.2,1,29,6,2,0,True,2562,Gursky 1998,1998,"Gursky, S.",Conservation status of the spectral tarsier Tarsius spectrum: Population density and home range size,Folia Primatol (Basel),10.1159/000052713,home range data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0690367769/Gursky-1998-Conservation status.pdf,35386
20.0,6,2,1,0,0,True,5344,Dooley 2012,2012,"Dooley, J. C.; Nguyen, H. M.; Seelke, A. M. H.; +1",Visual acuity in the short-tailed opossum (Monodelphis domestica),Neuroscience,10.1016/j.neuroscience.2012.07.065,auditory visual evolution data refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1270186430/Dooley-2012-Visual acuity in the short-tailed.pdf,31260
20.0,0,44,6,0,0,True,1512,Capellini 2010,2010,"Capellini, I.; Venditti, C.; Barton, R. A.",Phylogeny and metabolic scaling in mammals,Ecology,10.1890/09-0817.1,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1891342722/capellini_barton_2010.pdf,54988
20.0,4,6,3,4,0,True,2575,Pirlot 1985,1985,"Pirlot, P.; Kamiya, T.",Qualitative and quantitative brain morphology in the Sirenian Dugong dugong Erxl,Z Zool Syst Evol,10.1111/j.1439-0469.1985.tb00577.x,brain structure size data; Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3886393012/Pirlot-1985-Qualitative and quan.pdf,25605
19.8,0,73,1,0,0,True,2380,Lee 2014,2014,"Lee, J. K.; Ekstrom, A. D.; Ghetti, S.",Volume of hippocampal subfields and episodic memory in childhood and adolescence,Neuroimage,10.1016/j.neuroimage.2014.03.019,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3289099769/Lee-2014-Volume of hippocampa.pdf,57323
19.8,2,37,0,13,2,True,1702,MacLeod 2012,2012,"MacLeod, C.",The missing link: evolution of the primate cerebellum,Prog Brain Res,10.1016/B978-0-444-53860-4.00008-8,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3970508662/8.pdf,88330
19.8,6,1,0,3,0,True,3098,Wirz 1950,1950,"Wirz, K.",Studien über die cerebralisation: Zur quantitativen bestimmung der rangordnung bei säugetieren,Acta Anat,10.1159/000140431,brain structure size scaling,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3941374902/Wirz-1950-Studien über die cer.pdf,141927
19.5,2,46,1,1,0,True,5516,Roth 2005,2005,"Roth, G.; Dicke, U.",Evolution of the brain and intelligence,Trends Cogn Sci,10.1016/j.tics.2005.03.005,brain structure size scaling,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2490836389/Roth-2005-Evolution of the bra.pdf,45157
19.5,1,58,2,0,1,True,2158,Burish 2004,2004,"Burish, M. J.; Kueh, H. Y.; Wang, S. S.",Brain architecture and social complexity in modern and ancient birds,Brain Behav Evol,10.1159/000075674,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2260201764/Burish-2004-Brain architecture a.pdf,80047
19.5,0,72,0,7,2,True,363,DeFelipe 2002,2002,"DeFelipe, J.; Elston, G. N.; Fujita, I.; +10","Neocortical circuits: Evolutionary aspects and specificity versus non-specificity of synaptic connections. Remarks, main conclusions and general comments and discussion",J Neurocytol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0099885196/defelipe_etal_2002.pdf,163455
19.2,0,75,0,1,0,True,7600,Soreq 2017,2017,"Soreq, L.; U. K. Brain Expression Consortium; North American Brain Expression, Consortium; +9",Major Shifts in Glial Regional Identity Are a Transcriptional Hallmark of Human Brain Aging,Cell Rep,10.1016/j.celrep.2016.12.011,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2659092692/Soreq-2017-Major Shifts in Glial Regional Iden.pdf,70525
19.2,0,5,2,54,0,True,497,Kaufman 2008,2008,"Kaufman, J. A.; Paul, L. K.; Manaye, K. F.; +4",Selective reduction of Von Economo neuron number in agenesis of the corpus callosum,Acta Neuropathol,10.1007/s00401-008-0434-7,VENs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1113331867/Kaufman-2008-Selective reduction.pdf,44874
19.2,0,47,1,16,2,True,2333,Amunts 2005,2005,"Amunts, K.; Kedo, O.; Kindler, M.; +6","Cytoarchitectonic mapping of the human amygdala, hippocampal region and entorhinal cortex: intersubject variability and probability maps",Anat Embryol (Berl),10.1007/s00429-005-0025-5,brain structure metabolism data for comparing; Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1553113606/Amunts-2005-Cytoarchitectonic ma.pdf,40285
19.2,2,17,6,0,0,True,2847,Hadjikhani 1998,1998,"Hadjikhani, N.; Roland, P. E.",Cross-modal transfer of information between the tactile and the visual representations in the human brain: A positron emission tomographic study,J Neurosci,,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1999038584/Hadjikhani-1998-Cross-modal transfer.pdf,64629
19.2,0,67,1,2,0,True,118,Roland 1993,1993,"Roland, Per E.",Brain activation,,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1448703729/roland_1993.pdf,112773
19.2,4,9,1,7,0,True,6531,Schon 1969,1969,"Schon, M. A.; Straus, W. L., Jr.",On the proportions between some areas of the first cervical segment of the spinal cord of primates,Proc Natl Acad Sci U S A,,Spinal Cord,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0797017881/Schon-1969-On the proportions b.pdf,20264
19.0,0,50,4,1,0,True,7625,Glaister 2017,2017,"Glaister, J.; Carass, A.; NessAiver, T.; +4",Thalamus segmentation using multi-modal feature classification: Validation and pilot study of an age-matched cohort,Neuroimage,10.1016/j.neuroimage.2017.06.047,catarrhine aging brain structure data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0686870873/Glaister-2017-Thalamus segmentation using mult.pdf,55212
19.0,5,24,0,0,2,True,8139,Allman 2001,2001,"Allman, J. M.; Hakeem, A.; Erwin, J. M.; +2",The anterior cingulate cortex. The evolution of an interface between emotion and cognition,Ann N Y Acad Sci,10.1111/j.1749-6632.2001.tb03476.xDigital Object Identifier (DOI),insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1251300601/Allman-2001-The anterior cingulate cortex. The.pdf; /sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0037487765/allman_etal_2001.pdf,66069
18.8,0,61,3,0,1,True,1964,Schillaci 2006,2006,"Schillaci, M. A.",Sexual selection and the evolution of brain size in primates,PLoS One,10.1371/journal.pone.0000062,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0084041882/Schillaci-2006-Sexual Selection and.pdf,24662
18.8,0,69,1,0,0,True,2356,Pitnick 2006,2006,"Pitnick, S.; Jones, K. E.; Wilkinson, G. S.",Mating system and brain size in bats,Proc Biol Sci,10.1098/rspb.2005.3367,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0535187618/Pitnick-2006-Mating system and br.pdf,33322
18.8,0,35,2,14,0,True,1831,Armstrong 1995,1995,"Armstrong, Este; Schleicher, Axel; Omran, Heyder; +2",The Ontogeny of Human Gyrification,Cereb Cortex,10.1093/cercor/5.1.56,gyrification,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0988992210/Armstrong-1995-The Ontogeny of Huma.pdf,50835
18.8,5,7,0,4,0,True,5429,Tigges 1979,1979,"Tigges, J.; Tigges, M.",Ocular dominance columns in the striate cortex of chimpanzee (Pan troglodytes),Brain Res,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3535586888/tigges_tigges_1979.pdf,10834
18.8,1,23,4,8,0,True,3101,Pirlot 1978,1978,"Pirlot, P; Nelson, J",Volumetric analyses of monotreme brains,Monotreme biology,,brain structure size data; Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1255237575/pirlot_nelson_1978.pdf,24043
18.5,0,66,2,0,1,True,9492,Cao 2020,2020,"Cao, J.; Herman, A. B.; West, G. B.; +2",Unraveling why we sleep: Quantitative analysis reveals abrupt transition from neural reorganization to repair in early development,Sci Adv,10.1126/sciadv.aba0398,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3516616695/Cao-2020-Unraveling why we sleep_ Quantitative.pdf,72450
18.5,1,40,1,8,0,True,4521,Gutierrez-Ibanez 2018,2018,"Gutierrez-Ibanez, C.; Iwaniuk, A. N.; Wylie, D. R.",Parrots have evolved a primate-like telencephalic-midbrain-cerebellar circuit,Sci Rep,10.1038/s41598-018-28301-4,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3111447837/Gutierrez-Ibanez-2018-Parrots have evolved.pdf,61343
18.5,2,34,1,5,0,True,1349,Machado 2008,2008,"Machado, C. J.; Snyder, A. Z.; Cherry, S. R.; +2",Effects of neonatal amygdala or hippocampus lesions on resting brain metabolism in the macaque monkey: a microPET imaging study,Neuroimage,10.1016/j.neuroimage.2007.09.029,brain structure metabolism data for comparing; hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1708302646/Machado-2008-Effects of neonatal.pdf,75179
18.5,2,8,5,6,0,True,3692,Kamiya 1988,1988,"Kamiya, T.; Pirlot, P.",The Brain of the Lesser Panda Ailurus-Fulgens - a Quantitative Approach,Z Zool Syst Evol,10.1111/j.1439-0469.1988.tb00644.x,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3099450111/Kamiya-1988-The Brain of the Les.pdf,27063
18.5,0,2,2,66,0,True,1734,Geiger 1947,1947,"Geiger, A.; Magnes, J.",The isolation of the cerebral circulation and the perfusion of the brain in the living cat,Am J Physiol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3219674176/geiger_magnes_1947.pdf,49498
18.2,0,15,2,25,1,True,2796,Kennedy 2007,2007,"Kennedy, D. P.; Semendeferi, K.; Courchesne, E.",No reduction of spindle neuron number in frontoinsular cortex in autism,Brain Cogn,10.1016/j.bandc.2007.01.007,insula; VENs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3586349387/kennedy_etal_2007.pdf,28993
18.2,6,1,0,0,0,True,560,Harting 1978,1978,"Harting, J. K.; Casagrande, V. A.; Weber, J. T.",The projection of the primate superior colliculus upon the dorsal lateral geniculate nucleus: autoradiographic demonstration of interlaminar distribution of tectogeniculate axons,Brain Res,10.1016/0006-8993(78)90822-3,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1734575197/harting_etal_1978.pdf,16480
18.2,0,31,6,3,0,True,1735,Schmidt 1945,1945,"Schmidt, Carl F.; Kety, Seymour S.; Pennes, Harry H.",The Gaseous Metabolism of the Brain of the Monkey,Am J Physiol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1682367563/schmidt_etal_1945.pdf,68790
18.0,3,12,0,12,0,True,8372,Mayer 2019,2019,"Mayer, A.; Baldwin, M. K. L.; Cooke, D. F.; +5",The Multiple Representations of Complex Digit Movements in Primary Motor Cortex Form the Building Blocks for Complex Grip Types in Capuchin Monkeys,J Neurosci,10.1523/JNEUROSCI.0556-19.2019,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2442186204/Mayer-2019-The Multiple Representations of Com.pdf,58770
18.0,0,12,0,40,0,True,1136,Knoll 2013,2013,"Knoll, Fabien; Ridgely, Ryan C.; Ortega, Francisco; +2",Neurocranial Osteology and Neuroanatomy of a Late Cretaceous Titanosaurian Sauropod from Spain (<italic>Ampelosaurus</italic> sp.),PLoS ONE,10.1371/journal.pone.0054991,brain structure size scaling,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1416023182/Knoll-2013-Neurocranial Osteolo.pdf,64271
18.0,0,62,1,2,0,True,88,Schwarzkopf 2011,2011,"Schwarzkopf, D. Samuel; Song, Chen; Rees, Geraint",The surface area of human V1 predicts the subjective experience of object size,Nat Neurosci,10.1038/nn.2706,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2866829876/Schwarzkopf_rees_2011_suppl.pdf; /sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1335939811/Schwarzkopf--The surface area of.pdf,36920
18.0,2,22,0,13,0,True,5649,Munoz 2001,2001,"Munoz, A.; DeFelipe, J.; Jones, E. G.","Patterns of GABA(B)R1a,b receptor gene expression in monkey and human visual cortex",Cereb Cortex,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0939183392/Munoz-2001-Patterns of GABA(B)R.pdf,45877
18.0,0,72,0,0,0,True,5969,Eritaia 2000,2000,"Eritaia, J.; Wood, S. J.; Stuart, G. W.; +5",An optimized method for estimating intracranial volume from magnetic resonance images,Magn Reson Med,,Brain Size Measures,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2755357126/eritaia_etal_2000.pdf,22697
17.8,0,31,7,1,1,True,7484,Aycheh 2018,2018,"Aycheh, H. M.; Seong, J. K.; Shin, J. H.; +4",Biological Brain Age Prediction Using Cortical Thickness Data: A Large Scale Cohort Study,Front Aging Neurosci,10.3389/fnagi.2018.00252,brain structure vol life history health,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3287438800/Aycheh-2018-Biological Brain Age Prediction Us.pdf,68005
17.8,2,11,5,3,0,True,888,Kaufman 2003,2003,"Kaufman, J. A.; Phillips-Conroy, J. E.; Black, K. J.; +1",Asymmetric regional cerebral blood flow in sedated baboons measured by positron emission tomography (PET),Am J Phys Anthropol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1642663198/kaufman_etal_2003.pdf,44721
17.5,6,2,0,0,1,True,8320,Wirthlin 2019,2019,"Wirthlin, M.; Chang, E. F.; Knornschild, M.; +7",A Modular Approach to Vocal Learning: Disentangling the Diversity of a Complex Behavioral Trait,Neuron,10.1016/j.neuron.2019.09.036,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0719885378/Wirthlin-2019-A Modular Approach to Vocal Lear.pdf,79503
17.5,1,38,4,0,1,True,5451,Wickett 1994,1994,"Wickett, John C.; Vernon, Philip A.; Lee, Donald H.","In vivo brain size, head perimeter, and intelligence in a sample of healthy adult females",Pers Indiv Differ,10.1016/0191-8869(94)90227-5,Brain Size Measures,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2353007410/wickett_etal_1994.pdf,35357
17.5,0,10,3,21,0,True,753,Madsen 1993,1993,"Madsen, P. L.; Holm, S.; Herning, M.; +1",Average blood flow and oxygen uptake in the human brain during resting wakefulness: a critical appraisal of the Kety-Schmidt technique,J Cereb Blood Flow Metab,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1289547084/Madsen-1993-Average blood flow a.pdf,52312
17.2,5,3,1,0,0,True,4428,Borges 2018,2018,"Borges, R.; Johnson, W. E.; O'Brien, S. J.; +3",Adaptive genomic evolution of opsins reveals that early mammals flourished in nocturnal environments,BMC Genomics,10.1186/s12864-017-4417-8,V1 traits,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4167915746/Borges-2018-Adaptive genomic evolution of opsi.pdf,65939
17.2,3,15,0,9,0,True,8335,Rathelot 2009,2009,"Rathelot, J. A.; Strick, P. L.",Subdivisions of primary motor cortex based on cortico-motoneuronal cells,Proc Natl Acad Sci U S A,10.1073/pnas.0808362106,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3516616709/Rathelot-2009-Subdivisions of primary motor co.pdf,36723
