canonical_specimen,record_type,specimen_kind,access_class,evidence_source_ids,specimen_name,primary_identifier,alternate_identifiers,collection,source_publication,item_reference,printed_name,published_taxon,resolved_taxon,taxon_concept,taxon_conflict,match,sex,note
PONGO-BRIGGS,specimen,historical_biological_specimen,public,PUB_BAUERNFEIND_2013,Briggs,Briggs,Briggsa,UCSD,Bauernfeind_etal_2013,Bauernfeind_etal_2013_Table2,Pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,,FALSE,matched,,Printed specimen row in Bauernfeind etal 2013 Table2; identifier is the accession/catalog code printed by the source. Registered from the published table; no private evidence used.
BARKS-GORIBER-3,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,3,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-12,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,12,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-5,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,5,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-45,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,45,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-46,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,46,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-2,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,2,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-6,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,6,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-29,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,29,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-30,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,30,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-35,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,35,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-32,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,32,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-33,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,33,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-34,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,34,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-4,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,4,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-7,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,7,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei beringei,Gorilla beringei beringei,Gorilla beringei beringei,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-9907,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,9907,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei graueri,Gorilla beringei graueri,Gorilla beringei graueri,,TRUE,matched,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the accession/catalog code printed by the source. Registered from the published table; no private evidence used. TAXON CONFLICT: Barks' own Table 1 prints Gorilla beringei graueri while the values recovered via DeCasien & Higham's MOESM3 print Gorilla gorilla graueri for this same specimen number. One animal, two printed genera; resolved_taxon follows the measuring paper."
BARKS-GORIBER-49,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,49,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei graueri,Gorilla beringei graueri,Gorilla beringei graueri,,TRUE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used. TAXON CONFLICT: Barks' own Table 1 prints Gorilla beringei graueri while the values recovered via DeCasien & Higham's MOESM3 print Gorilla gorilla graueri for this same specimen number. One animal, two printed genera; resolved_taxon follows the measuring paper."
BARKS-GORIBER-28,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,28,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla beringei graueri,Gorilla beringei graueri,Gorilla beringei graueri,,TRUE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used. TAXON CONFLICT: Barks' own Table 1 prints Gorilla beringei graueri while the values recovered via DeCasien & Higham's MOESM3 print Gorilla gorilla graueri for this same specimen number. One animal, two printed genera; resolved_taxon follows the measuring paper."
BARKS-GORIGOR-224,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,224,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-897,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,897,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-653,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,653,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-506,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,506,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-15,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,15,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-393,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,393,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-62,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,62,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-1108,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,1108,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,matched,M,Printed specimen row in Barks etal 2014 Table1; identifier is the accession/catalog code printed by the source. Registered from the published table; no private evidence used.
BARKS-GORIGOR-820,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,820,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-783,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,783,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-444,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,444,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-713,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,713,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-191,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,191,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-232,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,232,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-72,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,72,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-234,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,234,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-172,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,172,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,F,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIGOR-115,specimen,historical_biological_specimen,public,PUB_BARKS_2014,,115,,,Barks_etal_2014,Barks_etal_2014_Table1,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,M,"Printed specimen row in Barks etal 2014 Table1; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Registered from the published table; no private evidence used."
BARKS-GORIBER-3,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,3,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-12,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,12,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-5,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,5,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-45,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,45,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-46,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,46,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-2,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,2,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-6,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,6,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-30,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,30,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-35,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,35,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-32,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,32,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-33,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,33,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-34,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,34,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-4,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,4,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIBER-7,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,7,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla beringei,Gorilla beringei,Gorilla beringei,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-62,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,62,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-393,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,393,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-232,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,232,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-72,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,72,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-713,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,713,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-444,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,444,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
BARKS-GORIGOR-897,specimen,historical_biological_specimen,public,PUB_BARKS_2014;PUB_DECASIEN_HIGHAM_2019,,897,,,Barks_etal_2014,Barks_etal_2014_unpublishedviaDeCasien,Gorilla gorilla gorilla,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,FALSE,Barks-only,,"Printed specimen row in Barks etal 2014 unpublishedviaDeCasien; identifier is the paper's own specimen number, table-local rather than a collection accession, so it cannot be joined to another publication on identifier alone. Regional volumes for this animal are absent from the direct Barks table and were recovered from DeCasien & Higham's MOESM3; that is a provenance route, not a second independent sample."
